,text_id,source_tokens,target_tokens,labels
2729,AbstRCT_glaucoma_17601060,"The safety profile was similar in both groups, and the tolerance for the long-acting eye drops was as good as for the currently-prescribed eye drops.","Because the efficacy of both drugs was equivalent, with an identical safety profile,",Support
2730,AbstRCT_glaucoma_17601060,"In the currently-prescribed drug group, the reduction of intraocular pressure was -4.1 +/- 0.2, -4.4 +/- 0.3 and--4.6 +/- 0.2 mmHg at 2, 4, and 8 weeks(paired t test).",the long-acting eye drops seem to be an efficacious formulation for clinical use in Japanese glaucoma patients.,Support
2731,AbstRCT_glaucoma_17601060,"In the long-acting drug group, the reduction of intraocular pressure was -3.5 +/- 0.2, -4.3 +/- 0.2 and -4.6 +/- 0.3 mmHg at 2, 4, and 8 weeks, respectively (paired t test).",the long-acting eye drops seem to be an efficacious formulation for clinical use in Japanese glaucoma patients.,Support
2732,AbstRCT_glaucoma_11558817,The diurnal intraocular pressure reduction was significant in both groups (P < 0.001).,This study clearly showed that the additive diurnal intraocular pressure-lowering effect of latanoprost is superior to that of dorzolamide in patients treated with timolol.,Support
2733,AbstRCT_glaucoma_11558817,The mean intraocular pressure reduction from baseline was 32% for the latanoprost plus timolol group and 20% for the dorzolamide plus timolol group.,This study clearly showed that the additive diurnal intraocular pressure-lowering effect of latanoprost is superior to that of dorzolamide in patients treated with timolol.,Support
2734,AbstRCT_glaucoma_11558817,The least square estimate of the mean diurnal intraocular pressure reduction after 3 months was -7.06 mm Hg in the latanoprost plus timolol group and -4.44 mm Hg in the dorzolamide plus timolol group (P < 0.001).,This study clearly showed that the additive diurnal intraocular pressure-lowering effect of latanoprost is superior to that of dorzolamide in patients treated with timolol.,Support
2735,AbstRCT_glaucoma_1841578,Corneal complications were less common in the group given mitomycin than in that given fluorouracil (12% vs 53%).,The incidence of other complications was similar between the two groups.,Support
2736,AbstRCT_glaucoma_21792284,Adverse events occurred in 14.7% of fixed brimonidine-timolol patients and 12.7% of timolol patients.,Both fixed brimonidine-timolol and timolol were well tolerated as agents adjunctive to latanoprost.,Support
2737,AbstRCT_glaucoma_21792284,Patients treated with fixed brimonidine-timolol adjunctive to latanoprost were significantly more likely than patients treated with adjunctive timolol to achieve an IOP <18 mmHg (P = 0.028) and a  20% reduction in IOP from baseline (P = 0.047) at both 8 am and 10 am in week 12.,Fixed-combination brimonidine-timolol reduced IOP significantly more effectively than timolol when used as adjunctive therapy to latanoprost in patients with glaucoma and ocular hypertension.,Support
2738,AbstRCT_glaucoma_21792284,"The mean additional reduction from latanoprost-treated baseline IOP was 8.3 mmHg (35.5%) with fixed brimonidine-timolol and 6.2 mmHg (27.0%) with timolol at 10 am, week 12 (P < 0.001).",Fixed-combination brimonidine-timolol reduced IOP significantly more effectively than timolol when used as adjunctive therapy to latanoprost in patients with glaucoma and ocular hypertension.,Support
2739,AbstRCT_glaucoma_21680022,Responder rates for latanoprost versus timolol were 50% versus 46% for the PCG group and 72% versus 57% for the non-PCG group.,"Latanoprost 0.005% is not inferior (i.e., is either more or similarly effective) to timolol and produces clinically relevant IOP reductions across pediatric patients with and without PCG.",Support
2740,AbstRCT_glaucoma_21680022,"Between-treatment differences in mean IOP reduction for PCG and non-PCG subgroups were 0.6 mmHg (95% CI, -2.3 to 3.4) and 2.6 mmHg (95% CI, -0.8 to 6.1), respectively.","Latanoprost 0.005% is not inferior (i.e., is either more or similarly effective) to timolol and produces clinically relevant IOP reductions across pediatric patients with and without PCG.",Support
2741,AbstRCT_glaucoma_21680022,Responder rates were 60% for latanoprost and 52% for timolol (P=0.33).,"Latanoprost 0.005% is not inferior (i.e., is either more or similarly effective) to timolol and produces clinically relevant IOP reductions across pediatric patients with and without PCG.",Support
2742,AbstRCT_glaucoma_21680022,"Mean IOP reductions for latanoprost and timolol at week 12 were 7.2 and 5.7 mmHg, respectively, with a difference of 1.5 mmHg (95% CI, -0.8 to 3.7; P=0.21).","Latanoprost 0.005% is not inferior (i.e., is either more or similarly effective) to timolol and produces clinically relevant IOP reductions across pediatric patients with and without PCG.",Support
2743,AbstRCT_glaucoma_11336940,Adverse ocular symptoms and findings were mild in both treatment groups.,Both drugs were well tolerated with few ocular adverse events.,Support
2744,AbstRCT_glaucoma_11336940,Eye redness and ocular irritation were the most frequently reported events.,Both drugs were well tolerated with few ocular adverse events.,Support
2745,AbstRCT_glaucoma_11336940,Unadjusted analysis of responders using the percentage decrease in intraocular pressure showed that the proportion of responders in the latanoprost-treated group was greater than in the unoprostone-treated group.,Latanoprost once daily was significantly more effective in reducing intraocular pressure compared with unoprostone twice daily after 1 month of treatment in patients with primary open-angle glaucoma and ocular hypertension.,Support
2746,AbstRCT_glaucoma_11336940,"After 1 month of treatment, latanoprost significantly reduced intraocular pressure (mean +/- SEM) by 6.1 +/- 0.5 mm Hg (P <.001) and unoprostone by 4.2 +/- 0.4 mm Hg (P <.001) adjusted from an overall baseline of 22.3 +/- 0.5 mm Hg and 23.2 +/- 0.4 mm Hg, respectively.","The difference of 1.9 mm Hg between treatments was statistically significant in favor of latanoprost [P =.003, analysis of covariance (ANCOVA)].",Support
2747,AbstRCT_glaucoma_11336940,"The difference of 1.9 mm Hg between treatments was statistically significant in favor of latanoprost [P =.003, analysis of covariance (ANCOVA)].",Latanoprost once daily was significantly more effective in reducing intraocular pressure compared with unoprostone twice daily after 1 month of treatment in patients with primary open-angle glaucoma and ocular hypertension.,Support
2748,AbstRCT_glaucoma_10901475,The increase in iris pigmentation requires further investigation.,Latanoprost was better tolerated than pilocarpine 2% eye drops in this study.,Partial-Attack
2749,AbstRCT_glaucoma_10901475,Two eyes treated with latanoprost showed an iris color change.,The increase in iris pigmentation requires further investigation.,Support
2750,AbstRCT_glaucoma_10901475,Thirty-six patients in the latanoprost group and 106 in the pilocarpine 2% group reported ocular adverse events (P<0.001).,Latanoprost was better tolerated than pilocarpine 2% eye drops in this study.,Support
2751,AbstRCT_glaucoma_10901475,"The mean difference of -0.8 mmHg (per protocol, PP) and -1.6 mmHg (intend-to-treat, ITT) was statistically significant (P<0.04, PP; P<0.001, ITT) in favor of latanoprost 0.005%.",From the data we conclude that the additivity of latanoprost 0.005% is at least as effective as pilocarpine 2% t.i.d. in reducing IOP when added to eyes currently on monotherapy with timolol 0.5% b.i.d.,Support
2752,AbstRCT_glaucoma_10901475,IOP (mean+/-SD) was reduced from 23.3+/-2.8 to 17.8+/-2.8 (-5.6) mmHg in the latanoprost 0.005% group and from 23.0+/-3.2 to 18.5+/-2.4 (-4.8) mmHg in pilocarpine 2% t.i.d.-treated eyes.,From the data we conclude that the additivity of latanoprost 0.005% is at least as effective as pilocarpine 2% t.i.d. in reducing IOP when added to eyes currently on monotherapy with timolol 0.5% b.i.d.,Support
2753,AbstRCT_glaucoma_10901475,For both treatments the diurnal IOP reduction after 6 months was statistically significant (P<0.001).,From the data we conclude that the additivity of latanoprost 0.005% is at least as effective as pilocarpine 2% t.i.d. in reducing IOP when added to eyes currently on monotherapy with timolol 0.5% b.i.d.,Support
2754,AbstRCT_glaucoma_23059481,"There was no difference in the occurrence of shallow chamber, choroidal detachment, macular edema, additional surgery, or hyphema (P=0.56 to 1.0).",The technique of releasable sutures for trabeculectomy used in this study did not demonstrate significant advantages over standard trabeculectomy.,Support
2755,AbstRCT_glaucoma_23059481,The incidence of transient hypotony was higher in S group (20.4%) than the R group (9.1%) (P=0.046);,The technique of releasable sutures for trabeculectomy used in this study did not demonstrate significant advantages over standard trabeculectomy.,Support
2756,AbstRCT_glaucoma_23059481,"The IOP in the first week after trabeculectomy was significantly higher in the R group: day 1, 17.3 ± 8.6 versus 12.7 ± 6.0 mm Hg (P<0.001); day 3, 18.0 ± 7.3 versus 12.9 ± 6.3 mm Hg (P<0.001); day 7, 14.8 ± 6.3 versus 12.0 ± 4.9 mm Hg (P=0.001),",The technique of releasable sutures for trabeculectomy used in this study did not demonstrate significant advantages over standard trabeculectomy.,Partial-Attack
2757,AbstRCT_glaucoma_23059481,no difference was observed after the second week (P=0.659 to 0.753).,The technique of releasable sutures for trabeculectomy used in this study did not demonstrate significant advantages over standard trabeculectomy.,Support
2758,AbstRCT_glaucoma_22986111,Eight (33%) of 24 trabeculectomy eyes demonstrated cataract during follow-up.,"Trabeculectomy is more effective than phacoemulsification in reducing dependence on glaucoma drugs, but is associated with more complications.",Support
2759,AbstRCT_glaucoma_22986111,trabeculectomy was associated with significantly more surgical complications than phacoemulsification (46% vs 4%; P=0.001).,"Trabeculectomy is more effective than phacoemulsification in reducing dependence on glaucoma drugs, but is associated with more complications.",Support
2760,AbstRCT_glaucoma_22986111,"Over first 24 months, trabeculectomy-treated eyes required on average 1.1 fewer drugs than phacoemulsification-treated eyes (P<0.001).","Trabeculectomy is more effective than phacoemulsification in reducing dependence on glaucoma drugs, but is associated with more complications.",Support
2761,AbstRCT_glaucoma_22986111,Phacoemulsification and trabeculectomy resulted in significant and comparable IOP reduction at 24 months after surgery (reduction of 8.4 mmHg or 34% for phacoemulsification vs 8.9 mmHg or 36% for trabeculectomy; P=0.76).,Both phacoemulsification and trabeculectomy are effective in reducing IOP in medically uncontrolled CACG eyes without cataract.,Support
2762,AbstRCT_glaucoma_12169965,The number of postoperative complications was lower in the viscocanalostomy group than in the trabeculectomy group.,postoperative complications are more frequent after filtering surgery.,Support
2763,AbstRCT_glaucoma_12169965,"The success rate, defined as an intraocular pressure lower than 22 mm Hg without medication, was 56.7% in the trabeculectomy group and 30% in the viscocanalostomy group at 12 months postoperatively (P = 0.041).","In eyes with open-angle glaucoma, viscocanalostomy is less effective in reducing intraocular pressure than standard filtering surgery.",Support
